Sub,Crse,Sec,Day,Time,Room,Instructor
HPE,104,09,W,04:00 pm-06:45 pm,GODDAR 203,"Vogt, D (P)"
HPE,117,01,MWF,02:00 pm-02:50 pm,GODDAR 201,"de Wilde, A (P)"
HPE,127,01,TR,07:00 pm-08:15 pm,SPORT 104,"Sanford, L (P)"
HPE,140,01,MWF,11:00 am-11:50 am,FAIC 219,"Madenjian Wybieracki, K (P)"
HPE,140,02,MWF,11:00 am-11:50 am,FAIC 219,"Madenjian Wybieracki, K (P)"
HPE,140,03,MWF,12:00 pm-12:50 pm,FAIC 219,"Madenjian Wybieracki, K (P)"
HPE,140,04,MWF,12:00 pm-12:50 pm,FAIC 219,"Madenjian Wybieracki, K (P)"
HPE,140,05,TR,05:30 pm-06:45 pm,SPORT 104,"Sanford, L (P)"
HPE,140,06,TR,05:30 pm-06:45 pm,SPORT 104,"Sanford, L (P)"
HPE,141,01,TR,09:30 am-10:45 am,SPORT 104,"Khow, M (P)"
HPE,143,01,TR,08:00 am-09:15 am,SPORT 104,"Khow, M (P)"
HPE,201,01,W,04:00 pm-06:45 pm,GODDAR 208,"DiFranco, A (P)"
HPE,201,02,W,04:00 pm-06:45 pm,GODDAR 208,"DiFranco, A (P)"
HPE,210,01,W,04:00 pm-06:45 pm,GODDAR 216,"Frain, M (P)"
HPE,210,02,TR,12:30 pm-01:45 pm,GODDAR 216,"Manfredi, E (P)"
HPE,210,03,W,07:00 pm-09:45 pm,GODDAR 216,"Frain, M (P)"
HPE,310,01,W,07:00 pm-09:45 pm,GODDAR 208,"Cox, P (P)"
HPE,326,01,T,08:00 am-09:15 am,SPORT 219,"Tracy, J (P)"
HPE,326,01,R,08:00 am-09:15 am,FAIC 219,"Tracy, J (P)"
HPE,327,01,T,04:00 pm-06:45 pm,CECE 170,"Rowett, C (P)"
HPE,328,01,TR,04:00 pm-05:15 pm,SPORT 221,"Switchenko, D (P)"
HPE,329,01,TR,08:00 am-09:15 am,SPORT 221,"Switchenko, D (P)"
HPE,340,01,T,07:00 pm-09:45 pm,CECE 170,"Rowett, C (P)"
HPE,361,01,T,09:30 am-10:30 am,SPORT 219,"Manfredi, E (P)"
HPE,361,01,T,10:30 am-12:15 pm,SPORT 201/GYM,"Manfredi, E (P)"
HPE,362,01,R,09:30 am-10:30 am,SPORT 219,"Switchenko, K (P)"
HPE,362,01,R,10:30 am-12:15 pm,SPORT 201/GYM,"Switchenko, K (P)"
HPE,475,01,MTWRF,08:00 am-03:30 pm,TBA,"Robert, D (P)"
HPE,476,01,R,04:00 pm-06:45 pm,CECE 167,"Robert, D (P)"
HPE,480,01, ,TBA,TBA,"Rowett, C (P)"
HPE,490,01, ,TBA,TBA,"Robert, D (P)"
HPE,491,01, ,TBA,TBA,TBA
HPE,492,01, ,TBA,TBA,TBA
HSC,209,01X,M,04:00 pm-06:45 pm,GODDAR 216,"Carroll, S (P)"
HSC,209,02X,TR,04:00 pm-05:15 pm,GODDAR 208,"Clements, S (P)"
HSC,210,01,MWF,11:00 am-11:50 am,COMBLD 107,"Canavan, P (P)"
HSC,215,01,TR,12:30 pm-01:45 pm,GODDAR 117,"Smith, E (P)"
HSC,215,01A,W,09:00 am-11:50 am,SCIENC 237,"Porebska, B (P)"
HSC,215,01B,W,12:00 pm-02:50 pm,SCIENC 237,"Porebska, B (P)"
HSC,215,01C,T,08:00 am-10:50 am,SCIENC 237,"Kyle, K (P)"
HSC,215,01D,R,08:00 am-10:50 am,SCIENC 237,"Bane, E (P)"
HSC,215,01E,M,04:00 pm-06:50 pm,SCIENC 237,"Porebska, B (P)"
HSC,215,01F,M,01:00 pm-03:50 pm,SCIENC 237,"Smith, E (P)"
HSC,215,01G,F,08:00 am-10:50 am,SCIENC 237,"Kyle, K (P)"
HSC,215,02,MWF,12:00 pm-12:50 pm,GODDAR 216,"Smith, E (P)"
HSC,215,03,TR,11:00 am-12:15 pm,COMBLD 108,"Smith, E (P)"
HSC,225,01,TR,12:30 pm-01:45 pm,GODDAR 200,"Dzurec, L (P)"
HSC,225,02,TR,08:00 am-09:15 am,GODDAR 208,"Beever, J (P)"
HSC,225,03,MWF,01:00 pm-01:50 pm,GODDAR 216,"Dzurec, L (P)"
HSC,225,04,MWF,11:00 am-11:50 am,GODDAR 203,"Dzurec, L (P)"
HSC,235,01,MWF,01:00 pm-01:50 pm,GODDAR 117,"Bissonnette, A (P)"
HSC,280,01, ,TBA,TBA,TBA
HSC,290,01, ,TBA,TBA,TBA
HSC,291,01, ,TBA,TBA,"Porebska, B (P)"
HSC,291,02, ,TBA,TBA,"Smith, E (P)"
HSC,302,01X,TR,09:30 am-10:45 am,GODDAR 223,"Carroll, S (P)"
HSC,308,01,MWF,09:00 am-09:50 am,GODDAR 200,"Bataille, A (P)"
HSC,318,01,MWF,10:00 am-10:50 am,GODDAR 223,"Canavan, P (P)"
HSC,318,01A,T,12:30 pm-03:20 pm,GODDAR 127,"Canavan, P (P)"
HSC,318,01B,T,08:00 am-10:50 am,GODDAR 127,"Canavan, P (P)"
HSC,318,02,MWF,01:00 pm-01:50 pm,GODDAR 208,"Cote, A (P)"
HSC,318,02A,M,08:00 am-10:50 am,GODDAR 127,"Tackett, M (P)"
HSC,318,02B,M,03:00 pm-05:50 pm,GODDAR 127,"Canavan, P (P)"
HSC,318,03,MWF,02:00 pm-02:50 pm,GODDAR 208,"Cote, A (P)"
HSC,318,03A,W,08:00 am-10:50 am,GODDAR 127,"Joiner, K (P)"
HSC,318,03B,T,04:00 pm-06:50 pm,GODDAR 127,"Joiner, K (P)"
HSC,319,01,MWF,11:00 am-11:50 am,GODDAR 223,"Bataille, A (P)"
HSC,319,01A,R,12:30 pm-03:20 pm,GODDAR 127,"Bataille, A (P)"
HSC,319,01B,R,08:00 am-10:50 am,GODDAR 127,"Bataille, A (P)"
HSC,319,02,MWF,01:00 pm-01:50 pm,GODDAR 223,"Bataille, A (P)"
HSC,319,02A,F,08:00 am-10:50 am,GODDAR 127,"Tackett, M (P)"
HSC,319,02B,F,02:00 pm-04:50 pm,GODDAR 127,"Thapa, G (P)"
HSC,320,01,MWF,12:00 pm-12:50 pm,GODDAR 117,"Dale, D (P)"
HSC,332,01,TR,11:00 am-12:15 pm,GODDAR 117,"Dale, D (P)"
HSC,342,01,TR,08:00 am-09:15 am,GODDAR 200,"Dale, D (P)"
HSC,356,01,MWF,09:00 am-09:50 am,SPORT 219,"Anderson, G (P)"
HSC,370,01,TR,09:30 am-10:45 am,GODDAR 123,"Alexander, J (P)"
HSC,380,01, ,TBA,TBA,"Walters, S (P)"
HSC,380,02, ,TBA,TBA,"Bataille, A (P)"
HSC,390,01, ,TBA,TBA,"Carroll, S (P)"
HSC,391,01, ,TBA,TBA,"Canavan, P (P)"
HSC,391,02, ,TBA,TBA,"Carroll, S (P)"
HSC,391,03, ,TBA,TBA,"Bane, E (P)"
HSC,391,04, ,TBA,TBA,"Smith, E (P)"
HSC,391,05, ,TBA,TBA,TBA
HSC,400,01,MWF,12:00 pm-01:10 pm,SCIENC 115,"Walters, S (P)"
HSC,404,01,MWF,11:00 am-11:50 am,GODDAR 208,"Nsiah, Y (P)"
HSC,408,01,TR,09:30 am-10:45 am,GODDAR 208,"Beever, J (P)"
HSC,425,01,MWF,08:00 am-08:50 am,GODDAR 200,"Dzurec, D (P)"
HSC,425,01,M,02:00 pm-04:50 pm,SCIENC 341,"Dzurec, D (P)"
HSC,438,01,MWF,02:00 pm-02:50 pm,GODDAR 117,"Bissonnette, A (P)"
HSC,438,02,TR,12:30 pm-01:45 pm,GODDAR 201,"Blancaflor, S (P)"
HSC,444,01,TR,05:30 pm-09:45 pm,GODDAR 123,"Beebe, J (P)"
HSC,450,01,MWF,11:00 am-11:50 am,GODDAR 117,"Dale, D (P)"
HSC,480,01, ,TBA,TBA,"Canavan, P (P)"
HSC,480,02, ,TBA,TBA,"Canavan, P (P)"
HSC,480,03, ,TBA,TBA,"Carroll, S (P)"
HSC,480,04, ,TBA,TBA,"Carroll, S (P)"
HSC,480,05, ,TBA,TBA,TBA
HSC,480,06, ,TBA,TBA,"Carroll, S (P)"
HSC,480,07, ,TBA,TBA,"Walters, S (P)"
HSC,480,08, ,TBA,TBA,"Walters, S (P)"
HSC,490,01, ,TBA,TBA,"Carroll, S (P)"
HSC,491,01, ,TBA,TBA,"Dzurec, D (P)"
HSC,491,02, ,TBA,TBA,"Porebska, B (P)"
HSC,491,03, ,TBA,TBA,"Carroll, S (P)"
HSC,491,04, ,TBA,TBA,"Beebe, J (P)"
HSC,491,05, ,TBA,TBA,"Kyle, K (P)"
HSC,491,06, ,TBA,TBA,"Thapa, G (P)"
HIS,101,01,TR,09:30 am-10:45 am,SCIENC 231,"Carenen, C (P)"
HIS,116,01,MWF,09:00 am-09:50 am,LIBRAR 436,"Davis, B (P)"
HIS,116,02,MWF,01:00 pm-01:50 pm,LIBRAR 436,"Davis, B (P)"
HIS,120,01,TR,08:00 am-09:15 am,WEBB 315,"Close, S (P)"
HIS,120,02,TR,02:00 pm-03:15 pm,WEBB 315,"Close, S (P)"
HIS,121,01,TR,12:30 pm-01:45 pm,WEBB 315,"Close, S (P)"
HIS,200,01,MWF,10:00 am-11:10 am,LIBRAR 266,"Davis, B (P)"
HIS,230,01,TR,11:00 am-12:15 pm,WEBB 214,"Frye, D (P)"
HIS,230,02,W,04:00 pm-06:45 pm,WEBB 216,"Frye, D (P)"
HIS,230,03,TR,04:00 pm-05:15 pm,WEBB 214,"Frye, D (P)"
HIS,231,01,MWF,09:00 am-09:50 am,FAIC 305,"Moore, S (P)"
HIS,255,01,MWF,11:00 am-11:50 am,WEBB 317,"Saenz Cambra, C (P)"
HIS,267,01,W,07:00 pm-09:45 pm,WEBB 317,"Frye, D (P)"
HIS,322,01,TR,09:30 am-10:45 am,WEBB 315,"Close, S (P)"
HIS,325,01,W,04:00 pm-06:45 pm,WEBB 215,"Balcerski, T (P)"
HIS,337,01,MWF,01:00 pm-01:50 pm,WEBB 315,"Moore, S (P)"
HIS,362,01,TR,04:00 pm-05:15 pm,GODDAR 216,"Ostwald, J (P)"
HIS,365,02,TR,02:00 pm-03:15 pm,WEBB 113,"Frye, D (P)"
HIS,373,01,MWF,02:00 pm-02:50 pm,WEBB 212,"Davis, B (P)"
HIS,379,01,TR,11:00 am-12:15 pm,LIBRAR 436,"Carenen, C (P)"
HIS,386,01,TR,12:30 pm-01:45 pm,WEBB 206,"Ostwald, J (P)"
HIS,406,01,MWF,11:00 am-12:10 pm,WEBB 213,"Moore, S (P)"
HIS,480,01, ,TBA,TBA,"Davis, B (P)"
HIS,480,02, ,TBA,TBA,"Moore, S (P)"
HIS,480,03, ,TBA,TBA,"Moore, S (P)"
HIS,480,04, ,TBA,TBA,"Balcerski, T (P)"
HIS,480,05, ,TBA,TBA,"Close, S (P)"
HIS,481,01, ,TBA,TBA,"Frye, D (P)"
HIS,490,01, ,TBA,TBA,TBA
HIS,491,01, ,TBA,TBA,"Moore, S (P)"
HIS,491,02, ,TBA,TBA,"Moore, S (P)"
HIS,491,03, ,TBA,TBA,"Moore, S (P)"
HIS,491,04, ,TBA,TBA,"Frye, D (P)"
HON,361,01,T,04:00 pm-06:45 pm,FAIC 115,"Cobb, J (P)"
HON,361,02,MW,04:00 pm-05:15 pm,WEBB 114,"Youngblood, J (P)"
HON,362,01,MWF,01:00 pm-01:50 pm,WEBB 213,"Fugere, M (P)"
HON,375,01,W,03:00 pm-03:50 pm,FAIC 115,"Cochran, T (P)"
HON,380,01, ,TBA,TBA,TBA
HON,488,01, ,TBA,TBA,"Gao, K (P)"
HON,488,02, ,TBA,TBA,"Krebs, C (P)"
HON,488,03, ,TBA,TBA,"Moore, S (P)"
HON,488,04, ,TBA,TBA,"Guo, M (P)"
HON,488,05, ,TBA,TBA,"Morgan, K (P)"
HON,488,06, ,TBA,TBA,"Groth, A (P)"
HON,488,07, ,TBA,TBA,"Carroll, S (P)"
HON,488,08, ,TBA,TBA,"Broscious, C (P)"
HON,488,09, ,TBA,TBA,"Dancik, G (P)"
HON,488,10, ,TBA,TBA,"Dancik, G (P)"
HON,488,11, ,TBA,TBA,"Torockio, C (P)"
HON,488,12, ,TBA,TBA,"Greene, R (P)"
HON,488,13, ,TBA,TBA,"Speicher, A (P)"
HON,488,14, ,TBA,TBA,"Heenehan, M (P)"
HON,488,15, ,TBA,TBA,"Metcalf, M (P)"
HON,488,16, ,TBA,TBA,"Tasneem, S (P)"
HON,488,17, ,TBA,TBA,"Vasquez-O'Brien, T (P)"
HON,488,18, ,TBA,TBA,"Bataille, A (P)"
HON,488,19, ,TBA,TBA,"Pakdil, F (P)"
IIP,200,01, ,TBA,TBA,"Drewry, C (P)"
IIP,200,02, ,TBA,TBA,TBA
IIP,300,01, ,TBA,TBA,"Drewry, C (P)"
IIP,300,02, ,TBA,TBA,"Drewry, C (P)"
ISP,300,01, ,TBA,TBA,"Drewry, C (P)"
ISP,301,01, ,TBA,TBA,"Drewry, C (P)"
LHR,490,01, ,TBA,TBA,TBA
LAS,219,01X,M,04:00 pm-06:45 pm,WEBB 112,"Erik-Soussi, A (P)"
LAC,100,01,TR,12:30 pm-01:45 pm,FAIC 118,"Calissi, J (P)"
LAC,100,02,MWF,11:00 am-11:50 am,SCIENC 216,"Drzewiecki, P (P)"
LAC,100,03,MWF,10:00 am-10:50 am,FAIC 118,"Holland, J (P)"
LAC,101,01,M,10:00 am-10:50 am,FAIC 115,"Calissi, J (P)"
LAC,101,02,W,12:00 pm-12:50 pm,SCIENC 216,"Drzewiecki, P (P)"
LAC,101,03,M,09:00 am-09:50 am,FAIC 118,"Holland, J (P)"
LAC,101,04,M,04:00 pm-04:50 pm,FAIC 118,"Pellegrini, D (P)"
LAC,200,01,MWF,11:00 am-11:50 am,GODDAR 216,"Chirico, M (P), Diller, J , Doyle, M"
LAC,200,02,MWF,01:00 pm-01:50 pm,SCIENC 134,"Ward, K (P), Heenehan, M"
LAC,200,03,MWF,01:00 pm-01:50 pm,FAIC 110,"O'Neal, F (P)"
LAC,400,01,W,07:00 pm-09:45 pm,WEBB 210,"Stoloff, D (P)"
LAP,430,01,W,07:00 pm-09:45 pm,WEBB 113,"White, J (P)"
MGT,502,E25, ,TBA,TBA,"Dowdell, D (P)"
MGT,502,E26, ,TBA,ONLINE,"Dowdell, D (P)"
MGT,505,E25, ,TBA,TBA,"Ferraro, L (P)"
MGT,506,E25, ,TBA,TBA,"Oh, N (P)"
MGT,508,E25, ,TBA,TBA,"Grandhi, S (P)"
MAT,099,01,MWF,09:00 am-09:50 am,SCIENC 234,"Whitehead, B (P)"
MAT,099,02,TR,04:00 pm-05:15 pm,SCIENC 234,"Wu, S (P)"
MAT,099,03,MWF,02:00 pm-02:50 pm,WEBB 314,"Fister, K (P)"
MAT,135,01,MWF,08:00 am-08:50 am,SCIENC 132,"Whitehead, B (P)"
MAT,135,02,MWF,02:00 pm-02:50 pm,SCIENC 114,"Osei Bonsu, K (P)"
MAT,135,03,TR,09:30 am-10:45 am,SCIENC 132,"Wu, S (P)"
MAT,135P,01,MWF,08:00 am-08:50 am,GODDAR 203,"Pozdnyakova, Z (P)"
MAT,135P,01,M,09:00 am-09:50 am,GODDAR 203,"Pozdnyakova, Z (P)"
MAT,135P,02,MWF,09:00 am-09:50 am,WEBB 112,"Coffey, K (P)"
MAT,135P,02,F,10:00 am-10:50 am,WEBB 112,"Coffey, K (P)"
MAT,135P,03,TR,08:00 am-09:50 am,SCIENC 117,"Allen, E (P)"
MAT,135P,04,MWF,02:00 pm-02:50 pm,SCIENC 137,"Coffey, K (P)"
MAT,135P,04,F,01:00 pm-01:50 pm,SCIENC 137,"Coffey, K (P)"
MAT,135P,05,MW,04:00 pm-05:50 pm,SCIENC 132,"Fister, K (P)"
MAT,135P,06,TR,02:00 pm-03:50 pm,SCIENC 114,"Gageonea, M (P)"
MAT,135P,07,TR,04:00 pm-05:50 pm,SCIENC 117,"Gageonea, M (P)"
MAT,139P,01,MWF,09:00 am-09:50 am,WEBB 114,"Brunelle, K (P)"
MAT,139P,01,W,08:00 am-08:50 am,WEBB 114,"Brunelle, K (P)"
MAT,139P,02,TR,04:00 pm-05:50 pm,SCIENC 132,"Johnson, P (P)"
MAT,140,01,M,04:00 pm-05:15 pm,SCIENC 238,"Jaros, S (P)"
MAT,140,01,W,04:00 pm-05:15 pm,SCIENC 137,"Jaros, S (P)"
MAT,155,01,MWF,09:00 am-09:50 am,SCIENC 116,"Osei Bonsu, K (P)"
MAT,155,01,M,10:00 am-10:50 am,SCIENC 116,"Osei Bonsu, K (P)"
MAT,155P,01,MWF,01:00 pm-01:50 pm,SCIENC 132,"Ladd, J (P)"
MAT,155P,01,MW,02:00 pm-02:50 pm,SCIENC 132,"Ladd, J (P)"
MAT,155P,02,TR,09:30 am-10:45 am,SCIENC 114,"Aidoo, A (P)"
MAT,155P,02,W,10:00 am-11:50 am,SCIENC 116,"Aidoo, A (P)"
MAT,216,01,MWF,02:00 pm-02:50 pm,SCIENC 234,"Larose, C (P)"
MAT,216,02,MWF,01:00 pm-01:50 pm,SCIENC 234,"Larose, C (P)"
MAT,216,03,MWF,11:00 am-11:50 am,SCIENC 234,"Pozdnyakova, Z (P)"
MAT,216,04,TR,08:00 am-09:15 am,SCIENC 234,"Dale, K (P)"
MAT,216,05,TR,04:00 pm-05:15 pm,SCIENC 238,"Bussiere, J (P)"
MAT,217,01,MWF,10:00 am-10:50 am,SCIENC 234,"Larose, C (P)"
MAT,230,01,MWF,10:00 am-10:50 am,SCIENC 132,"Heenehan, M (P)"
MAT,230,02,TR,12:30 pm-01:45 pm,SCIENC 116,"Aidoo, A (P)"
MAT,243,01,MWF,09:00 am-09:50 am,SCIENC 114,"Yankov, C (P)"
MAT,243,01,W,08:00 am-08:50 am,SCIENC 114,"Yankov, C (P)"
MAT,243,02,M,01:00 pm-01:50 pm,SCIENC 137,"Sarikhani Khorami, M (P)"
MAT,243,02,TR,11:00 am-12:15 pm,SCIENC 114,"Sarikhani Khorami, M (P)"
MAT,243,03,MWF,11:00 am-11:50 am,SCIENC 114,"Yankov, C (P)"
MAT,243,03,W,12:00 pm-12:50 pm,SCIENC 114,"Yankov, C (P)"
MAT,244,01,MWF,11:00 am-11:50 am,SCIENC 132,"Osei Bonsu, K (P)"
MAT,244,01,W,12:00 pm-12:50 pm,SCIENC 116,"Osei Bonsu, K (P)"
MAT,315,01,MWF,01:00 pm-01:50 pm,SCIENC 238,"Johnson, P (P)"
MAT,315,01,M,02:00 pm-02:50 pm,SCIENC 238,"Johnson, P (P)"
MAT,320,01,MWF,12:00 pm-12:50 pm,SCIENC 132,"Heenehan, M (P)"
MAT,340,01,TR,02:00 pm-03:15 pm,SCIENC 132,"Aidoo, A (P)"
MAT,340,01,W,02:00 pm-02:50 pm,SCIENC 238,"Aidoo, A (P)"
MAT,341,01,MWF,09:00 am-09:50 am,SCIENC 132,"Ward, K (P)"
MAT,343,01,MWF,11:00 am-11:50 am,SCIENC 238,"Larose, C (P)"
MAT,355,01,TR,12:30 pm-01:45 pm,SCIENC 114,"Sarikhani Khorami, M (P)"
MAT,362,01,TR,07:00 pm-08:15 pm,SCIENC 114,"Johnson, P (P)"
MAT,421,01,MWF,10:00 am-10:50 am,SCIENC 114,"Yankov, C (P)"
MAT,480,01, ,TBA,TBA,"Sarikhani Khorami, M (P)"
MAT,480,02, ,TBA,TBA,"Osei Bonsu, K (P)"
MAT,480,03, ,TBA,TBA,"Johnson, P (P)"
MAT,480,04, ,TBA,TBA,"Johnson, P (P)"
MAT,490,01, ,TBA,TBA,"Sarikhani Khorami, M (P)"
MAT,491,01, ,TBA,TBA,TBA
MSC,132,01,R,11:00 am-11:50 am,TBA,TBA
MSC,132,02,F,11:15 am-12:05 pm,TBA,TBA
MSC,132,03,W,01:00 pm-01:50 pm,LIBRAR 266,"Sholes, Z (P)"
MSC,146,01,T,01:00 pm-03:00 pm,TBA,TBA
MSC,146,02,W,02:00 pm-04:00 pm,LIBRAR 266,"Sholes, Z (P)"
MSC,253,01,W,01:25 pm-03:25 pm,TBA,"Thompson, A (P)"
MSC,253,01,F,01:00 pm-05:00 pm,TBA,"Thompson, A (P)"
MSC,298,01,F,07:00 am-09:00 am,TBA,TBA
MSC,298,01,F,01:00 pm-05:00 pm,TBA,TBA
MSA,114,01,W,02:30 pm-03:20 pm,TBA,TBA
MSA,114,01,R,12:30 pm-01:20 pm,TBA,TBA
MSA,124,01,W,02:30 pm-03:20 pm,TBA,TBA
MSA,124,01,R,02:00 pm-03:15 pm,TBA,TBA
MSA,124,01,R,03:30 pm-07:00 pm,TBA,TBA
MSA,201,01,T,05:00 pm-08:00 pm,TBA,TBA
MSA,236,01,W,03:35 pm-06:35 pm,TBA,TBA
MSA,236,01,R,03:30 pm-07:00 pm,TBA,TBA
MSA,246,01,W,03:30 pm-06:30 pm,TBA,TBA
MSA,246,01,R,03:30 pm-07:00 pm,TBA,TBA
MUS,100,01,MWF,08:00 am-08:50 am,FAIC 110,"Balough, T (P)"
MUS,100,02,MWF,09:00 am-09:50 am,FAIC 110,"Balough, T (P)"
MUS,103,01,MW,05:30 pm-06:45 pm,FAIC 110,"Belles, D (P)"
MUS,107,01,W,07:00 pm-09:30 pm,FAIC 108,"Watkins, K (P), D'Aleo, J"
MUS,113,01,WF,03:00 pm-03:50 pm,FAIC 110,"Belles, D (P)"
MUS,113,02,F,03:30 pm-04:50 pm,FAIC 108,"Calissi, J (P)"
MUS,113,03,M,04:00 pm-05:30 pm,FAIC 108,"Cornicello, A (P)"
MUS,113,04,R,05:30 pm-06:45 pm,FAIC 108,"Riggs, E (P)"
MUS,113,05,T,07:00 pm-08:20 pm,FAIC 110,"Ballena, D (P)"
MUS,113,06,M,03:00 pm-03:50 pm,FAIC 108,"O'Neal, F (P)"
MUS,113,08,R,12:30 pm-01:45 pm,FAIC 110,"Delaney, E (P)"
MUS,114,01,TR,09:30 am-10:45 am,FAIC 212,"Calissi, R (P)"
MUS,114,02,TR,11:00 am-12:15 pm,FAIC 212,"Calissi, R (P)"
MUS,114,03,MWF,10:00 am-10:50 am,FAIC 212,"Ballena, D (P)"
MUS,114,04,MWF,11:00 am-11:50 am,FAIC 212,"Ballena, D (P)"
MUS,118,01,TR,02:00 pm-03:15 pm,FAIC 108,"Delaney, E (P)"
MUS,120,01,TR,02:00 pm-03:15 pm,FAIC 110,"Calissi, J (P)"
MUS,160,01,MWF,02:00 pm-02:50 pm,FAIC 307,"O'Neal, F (P)"
MUS,205,01,MWF,11:00 am-11:50 am,FAIC 108,"Cornicello, A (P)"
MUS,214,01,MWF,09:00 am-09:50 am,FAIC 212,"Hwang, O (P)"
MUS,215,01,W,10:00 am-10:50 am,FAIC 108,"Calissi, J (P)"
MUS,215,02,F,10:00 am-10:50 am,FAIC 108,"Calissi, J (P)"
MUS,234,01,MWF,11:00 am-11:50 am,FAIC 305,"Calissi, J (P)"
MUS,236,01,TR,09:30 am-10:45 am,FAIC 108,"Cochran, T (P)"
MUS,250,01,TR,11:00 am-12:15 pm,FAIC 243,"Echols, C (P)"
MUS,250,02,TR,12:30 pm-01:45 pm,FAIC 243,"Echols, C (P)"
MUS,330,01,MWF,11:00 am-11:50 am,FAIC 307,"Hwang, O (P)"
MUS,356,01, ,TBA,TBA,TBA
MUS,356,02, ,TBA,TBA,TBA
MUS,356,03, ,TBA,TBA,TBA
MUS,356,04, ,TBA,TBA,TBA
MUS,356,05, ,TBA,TBA,TBA
MUS,356,06, ,TBA,TBA,TBA
MUS,356,07, ,TBA,TBA,TBA
MUS,356,08, ,TBA,TBA,TBA
MUS,356,09, ,TBA,TBA,"Toner, A (P)"
MUS,356,10, ,TBA,TBA,TBA
MUS,356,11, ,TBA,TBA,TBA
MUS,356,12, ,TBA,TBA,"Delaney, E (P)"
MUS,356,13, ,TBA,TBA,TBA
MUS,356,14, ,TBA,TBA,TBA
MUS,356,15, ,TBA,TBA,TBA
MUS,356,16, ,TBA,TBA,"Cornicello, A (P)"
MUS,356,17, ,TBA,TBA,TBA
MUS,356,18, ,TBA,TBA,TBA
MUS,356,19, ,TBA,TBA,TBA
MUS,356,20, ,TBA,TBA,"Calissi, J (P)"
MUS,356,21, ,TBA,TBA,"Calissi, R (P)"
MUS,356,22, ,TBA,TBA,"Hwang, O (P)"
MUS,356,23, ,TBA,TBA,TBA
MUS,356,24, ,TBA,TBA,"Thomas, J (P)"
MUS,356,25, ,TBA,TBA,TBA
MUS,356,26, ,TBA,TBA,TBA
MUS,356,27, ,TBA,TBA,TBA
MUS,356,28, ,TBA,TBA,TBA
MUS,356,29, ,TBA,TBA,TBA
MUS,356,30, ,TBA,TBA,TBA
MUS,356,31, ,TBA,TBA,"Washburn, S (P)"
MUS,356,32, ,TBA,TBA,"Washburn, S (P)"
MUS,356,33, ,TBA,TBA,"Riggs, E (P)"
MUS,356,34, ,TBA,TBA,TBA
MUS,356,35, ,TBA,TBA,TBA
MUS,356,36, ,TBA,TBA,TBA
MUS,356,37, ,TBA,TBA,TBA
MUS,356,38, ,TBA,TBA,TBA
MUS,356,39, ,TBA,TBA,"Ballena, D (P)"
MUS,356,40, ,TBA,TBA,"Ballena, D (P)"
MUS,356,41, ,TBA,TBA,"Bronson, M (P)"
MUS,372,01,MWF,01:00 pm-01:50 pm,FAIC 243,"Cornicello, A (P)"
MUS,395,01, ,TBA,TBA,"Riggs, E (P)"
MUS,395,02, ,TBA,TBA,"Hwang, O (P)"
MUS,395,03, ,TBA,TBA,"Delaney, E (P)"
MUS,456,01, ,TBA,TBA,TBA
MUS,456,02, ,TBA,TBA,TBA
MUS,456,03, ,TBA,TBA,TBA
MUS,456,04, ,TBA,TBA,TBA
MUS,456,05, ,TBA,TBA,TBA
MUS,456,06, ,TBA,TBA,TBA
MUS,456,07, ,TBA,TBA,TBA
MUS,456,08, ,TBA,TBA,TBA
MUS,456,09, ,TBA,TBA,TBA
MUS,456,10, ,TBA,TBA,TBA
MUS,456,11, ,TBA,TBA,TBA
MUS,456,12, ,TBA,TBA,"Delaney, E (P)"
MUS,456,13, ,TBA,TBA,TBA
MUS,456,14, ,TBA,TBA,TBA
MUS,456,15, ,TBA,TBA,TBA
MUS,456,16, ,TBA,TBA,TBA
MUS,456,17, ,TBA,TBA,TBA
MUS,456,18, ,TBA,TBA,TBA
MUS,456,19, ,TBA,TBA,TBA
MUS,456,20, ,TBA,TBA,TBA
MUS,456,21, ,TBA,TBA,TBA
MUS,456,22, ,TBA,TBA,"Hwang, O (P)"
MUS,456,23, ,TBA,TBA,TBA
MUS,456,24, ,TBA,TBA,TBA
MUS,456,25, ,TBA,TBA,TBA
MUS,456,26, ,TBA,TBA,TBA
MUS,456,27, ,TBA,TBA,TBA
MUS,456,28, ,TBA,TBA,TBA
MUS,456,29, ,TBA,TBA,TBA
MUS,456,30, ,TBA,TBA,TBA
MUS,456,31, ,TBA,TBA,TBA
MUS,456,32, ,TBA,TBA,TBA
MUS,456,33, ,TBA,TBA,TBA
MUS,456,34, ,TBA,TBA,"Riggs, E (P)"
MUS,480,01, ,TBA,TBA,"Cochran, T (P)"
MUS,480,02, ,TBA,TBA,"Belles, D (P)"
MUS,480,03, ,TBA,TBA,"Calissi, J (P)"
MUS,480,04, ,TBA,TBA,"Riggs, E (P)"
MUS,480,05, ,TBA,TBA,"Cochran, T (P)"
MUS,480,06, ,TBA,TBA,"Calissi, J (P)"
MUS,480,07, ,TBA,TBA,"Belles, D (P)"
MUS,480,08, ,TBA,TBA,"Belles, D (P)"
MUS,495,01, ,TBA,TBA,TBA
NSE,300,01, ,TBA,TBA,"Drewry, C (P)"
NUR,205,01,TR,04:00 pm-05:15 pm,GODDAR 117,"Dotson, T (P)"
